9;8;9;LOMITA  - CORDILLERa
9;8;10;MARIA ANTONIA
9;8;11;CURUPAYTY
9;8;12;POTRERITO
9;8;13;ROA RUGUA
9;8;14;PINDOTY
9;8;15;SAN ROQUE
9;8;16;URUNDE'Y
9;8;17;ARROYITO
9;8;18;SAN MIGUEL
9;8;19;ASENTAMIENTO
9;8;20;ÑU PUAHU
9;8;21;KAA'GUY POTY
9;8;22;ÑUAHI
9;8;23;ISLA NARANJA
9;8;25;SAN FRANCISCO
9;8;26;TUNA
9;8;27;CULANDRILLO
9;8;28;ARROYO COSTA
9;8;29;COSTA CAPILLA CUE
9;8;30;SAN JUAN
9;8;31;LARROZA
9;8;32;BOQUERON
9;8;33;CERRO MOROTI
9;8;34;LABARU
9;8;35;RECTA
9;8;36;SAN ANTONIO
9;8;37;PIRAY
9;8;38;COSTA PUCU
9;8;39;PUEBLO DE VIRGEN DE LOS DOLORES
9;8;40;ITATI
9;8;41;ASENTAMIENTO LIZ Y FRANCISCO
9;8;42;NDAVARU
9;8;43;COLONIA MARIA AUXILIADORA
9;8;44;CERRO GUY
9;8;999;NR
9;9;1;ZONA URBANA-CIUDAD
9;9;2;PASO ESPERANZA
9;9;3;COSTA JHU
9;9;4;CERRO VERA
9;9;5;CERRO LEON
9;9;6;YAGUARON YURU
9;9;7;ARROYO SERVIN
9;9;8;YKUA KAU
9;9;9;JAGUA POTY
9;9;10;POTRERO AVENDADO
9;9;11;TABAI
9;9;12;TUYUCUA
9;9;13;AZCURRA
9;9;14;BARRIO NRO. 2
9;9;15;BARRIO NRO. 3
9;9;16;BARRIO NRO. 4
9;9;17;BARRIO 1
9;9;18;CAAGUY POTY
9;9;19;CERRO CUPE
9;9;20;BARRIO SAN JUAN
9;9;999;SIN DATO DE COMPAÑIA
9;10;1;ZONA URBANA (CIUDAD)
9;10;2;MENDIETA CUE
9;10;3;ISLA ALTA
9;10;4;COMANDANTE PERALTA
9;10;5;TOBATINGUA
9;10;6;COSTA GAONA 1RA
9;10;7;COSTA IRALA
9;10;8;COSTA GAONA 2DA
9;10;9;VALLE APUA
9;10;10;LOMA PYTA
9;10;11;LAURELTY
9;10;12;COSTA JHU U
9;10;13;ISLA CUPE
9;10;14;ACHOTEI
9;10;15;NIÐO JESUS
9;10;16;CAPILLA TUYA
9;10;17;TACUARY
9;10;18;JHUGUA PO'I
9;10;19;SAGRADA FAMILIA
9;10;20;BARRIO SANTA MARIA
9;10;999;SIN DATO DE COMPAÑIA
9;11;1;ZONA URBANA-CIUDAD
9;11;2;MOQUETE
9;11;3;POTRERO
9;11;4;MBOCAYATY
9;11;5;CAÐADA
9;11;6;CERRITO
9;11;7;SIMBRON
9;11;8;MATACHI
9;11;9;ARAZATY
9;11;10;RINCON
9;11;11;CERRO PE
9;11;12;CALIXTRO
9;11;13;ITA CAJON
9;11;14;INMACULADA CONCEPCION
9;11;15;VALLE PUCU
9;11;999;SIN DATO DE COMPAÑIA
9;12;1;ZONA URBANA (CIUDAD)
9;12;2;CERRO ROKE
9;12;3;MBOKAYA
9;12;4;POTRERO YBATE
9;12;5;MBOPIKUA
9;12;6;BOLAS CUA
9;12;7;COL. SANTA ISABEL
9;12;8;YARIGUA A MI
9;12;9;CHIRCAL
9;12;10;CHIRCAL GUAZU
9;12;11;ADRIANO IRALA
9;12;12;ARROYO PORA
9;12;13;YTORORO
9;12;14;YVYRATY
9;12;15;LOMA GUAZU
9;12;16;SAN JOSE, TIERRA NEGRA
9;12;17;CERRO CORA
9;12;18;CERRO VERDE
9;12;19;PASO PE
9;12;20;COSTA POI
9;12;21;POTRERO GUAZU
9;12;22;CATALAN
9;12;23;SAN FRANCISCO
9;12;24;POTRERO VILLALBA
9;12;25;CARIGUA A
9;12;26;COL. JULIAN INSFRAN
9;12;999;SIN DATO DE COMPAÑIA
9;13;1;ZONA URBANA (CIUDAD)
9;13;2;ARASATY
9;13;3;BOLICHO KUE
9;13;4;ISLA PAU
9;13;5;CERRO ACHON
9;13;6;CORDILLERITA
9;13;7;CESAR BARRIENTOS
9;13;8;ISLA ALTA
9;13;9;MBOPICUA
9;13;10;YATAITY
9;13;11;SANTA ANGELA
9;13;12;CAPILLA LOMA
9;13;13;ENTRE RIOS
9;13;14;PASO PAREDES
9;13;15;VARGAS LOMA
9;13;16;KARAPA I
9;13;17;CERRO SAUCE
9;13;18;MBOI PUCU
9;13;19;CABALLERO PUNTA
9;13;20;CARAGUATA RUA
9;13;21;CERRO CARAPE
9;13;22;CAAGUY CUPE
9;13;23;CAÑADA
9;13;24;RINCON I
9;13;25;AGUSTIN GOIBURU
9;13;26;PALACIO CUE
9;13;27;STA TERESITA
9;13;28;TACUARY
9;13;29;YBYCU'I PUNTA
9;13;30;PEREIRA CUE
9;13;31;CORDILLERA COSTA
9;13;32;SAN JOSE BOQUERON
9;13;33;CERRO JHOVY
9;13;34;RINCON MOLINAS
9;13;35;RINCON FLORIDO
9;13;36;POTRERO ALTO
9;13;37;RINCON ÑUAHI
9;13;999;SIN DATO DE COMPAÑIA
9;14;1;ZONA URBANA (CIUDAD)
9;14;2;COSTA SAN LUIS
9;14;3;SAN JOSE IBAÐEZ
9;14;4;CURUZU LACU
9;14;5;ESPINILLAR
9;14;6;FULGENCIO YEGROS
9;14;7;ISLA VALLE
9;14;8;CERRO FRENTE
9;14;9;CERRO GUY
9;14;10;MBOI KAE
9;14;11;YAGUARY
9;14;12;GUAZU CORA
9;14;13;COSTA OLAZAR
9;14;14;BARRIO SAN MIGUEL
9;14;999;SIN DATO DE COMPAÑIA
9;15;1;ZONA URBANA (CIUDAD)
9;15;2;CERRO GUY
9;15;3;ISLAS
9;15;4;AÑASCO
9;15;5;CAÑADA
9;15;6;HECTOR L. VIERA
9;15;7;TUCUMAN
9;15;8;SOLDADO ESCOBAR
9;15;9;POTRERO GARAY
9;15;10;MARTINEZ KUE
9;15;11;RIVAROLA KUE
9;15;12;JHUGUA GUAZU
9;15;13;CHINI
9;15;14;RINCON
9;15;15;YBYTIMI CIUDAD
9;15;16;SAN MIGUEL
9;15;17;CERRO SAN ANTONIO
9;15;18;SAN LORENZO-CERRO CHOVY
9;15;19;POSO CUPE
9;15;20;DR. DELMAS
9;15;21;POTRERITO
9;15;22;PINDOTY
9;15;23;VARGAS CUE
9;15;24;PEREIRA CUE
9;15;25;CORAZON DE JESUS
9;15;26;IRIARTE
9;15;27;JHUGUAI
9;15;999;SIN DATO DE COMPAÑIA
9;16;1;ZONA URBANA (CIUDAD)
9;16;2;CERRITO
9;16;3;PAREDES COSTA
9;16;4;POTRERITO
9;16;5;CAHOBETI
9;16;6;RECOLETA
9;16;7;ÐUA HU
9;16;8;ALONSO KUE
9;16;9;SAN BLAS
9;16;10;CESPEDES
9;16;11;MBOKAYATY
9;16;12;PUNTA GUAZU
9;16;13;JHUGUA
9;16;14;SYRYKA
9;16;15;SAN ANTONIO
9;16;16;SAN RAMON
9;16;17;KOEMBOTA
9;16;18;CULANTRILLO
9;16;999;SIN DATO DE COMPAÑIA
9;17;1;ZONA URBANA (CIUDAD)
9;17;2;MBARITU
9;17;3;SA GUAZU
9;17;4;GUAYAIBITY
9;17;5;SAN BONINI
9;17;6;PIRAYU CALLE
9;17;7;PORORO
9;17;8;GUARAPI
9;17;9;TACUARYNDI
9;17;10;PEGUAJHO
9;17;11;ÐUATI CALLE
9;17;12;ÐUATI GUAZU
9;17;13;POTRERITO
9;17;14;CURUPAYTY
9;17;15;CALLE PO¦I
9;17;16;CERRO GUY
9;17;17;TACUMBU
9;17;18;ÑANDUA
9;17;19;CARUGUA
9;17;20;ZAYAS
9;17;21;ITA POTRERO
9;17;22;KAAGUY POTY
9;17;23;CARAPA I
9;17;24;ALONSO CUE
9;17;25;KAAVO'VEI
9;17;26;KOEMBOTA
9;17;27;SAN RAMON
9;17;28;JHUGUA PO'I
9;17;29;ARROYO SERVIN
9;17;30;BARRIO SAN JOSE
9;17;999;SIN DATO DE COMPAÑIA
10;1;2;COL. FELIX AZARA                                  
10;1;3;COL. ACARAY                                       
10;1;4;COMPASA AGROPECUARIA                              
10;1;5;VERBO DIVINO                                      
10;1;6;COLONIA LAURA                                     
10;1;7;LA FORTUNA                                        
10;1;8;SOCORRO                                           
10;1;9;ACARAY MI                                         
10;1;10;COL. AGUARAY GUA                                  
10;1;11;ORLANDO CUE                                       
10;1;12;ROMERO CUE                                        
10;1;13;PUERTO TACUARA                                    
10;1;14;PARANA COUNTRY                                    
10;1;15;SANTO DOMINGO
10;1;16;TRONCAL 2
10;1;17;TORYVETE
10;1;18;NUEVA FORTUNA
10;1;19;SANTIAGO MARTINEZ
10;1;20;COLONIA ITAIPU-SAN RAMON
10;1;21;PASO ITA
10;1;22;SANTA FE
10;1;23;TEMBIAPORA
10;1;24;SAN MIGUEL
10;1;25;MBOI CUA
10;1;26;COLONIA GUARANI
10;1;27;FORTUNA UNIDA
10;1;28;MBARACAYU
10;1;29;MBARACA MOA
10;1;30;FATIMA
10;1;31;SANJA MOROTI
10;1;999;SIN DATO DE COMPAÑIA
10;2;1;ZONA URBANA
10;2;2;ITA VERA                                          
10;2;3;SAN ESTEFANO                                      
10;2;4;ZONA DE ESTANCIAS                                 
10;2;5;COLONIA YEPOPYHY                                  
10;2;6;SAN ISIDRO                                        
10;2;7;FRANCES CUE                                       
10;2;8;ITALIANO CUE                                      
10;2;9;PIRA PYTA                                         
10;2;10;COLONIA TABUCAI                                   
10;2;11;PIRA PYTA MI                                      
10;2;12;BOQUERON                                          
10;2;13;360 HA
10;2;14;JERUSALEN 2
10;2;15;CAPILLA
10;2;999;SIN DATO DE COMPAÑIA
10;3;1;ÑACUNDAY
10;3;2;ITAIPYTE                                          
10;3;3;TOROCUA I                                         
10;3;4;LOMAS VALENTINAS                                  
10;3;5;ZONA DE ESTANCIAS                                 
10;3;6;COL. CHACORE I                                    
10;3;7;PORTAL TIGRE                                      
10;3;8;COL. MEDIA NEGRA                                  
10;3;9;COL. MBARETE                                      
10;3;10;SANTA CAROLINA                                    
10;3;11;8 DE DICIEMBRE                                    
10;3;12;CHACORE 2DA LINEA
10;3;999;SIN DATO DE COMPAÑIA
10;4;2;SANTA ANA                                         
10;4;3;23 DE OCTUBRE                                     
10;4;4;CIUDAD NUEVA                                      
10;4;5;MONDAY 2                                          
10;4;6;MONDAY 1                                          
10;4;7;ACARAY 3                                          
10;4;8;ACARAY 2                                          
10;4;9;ACARAY 1                                          
10;4;10;DON BOSCO                                         
10;4;11;MONDAY 10
10;4;12;MONDAY 12
10;4;999;SIN DATO DE COMPAÑIA
10;5;2;PIROY NORTE                                       
10;5;3;PIROY                                             
10;5;4;YJHOVY 1                                          
10;5;5;YJHOVY 2                                          
10;5;6;VENECIA GUAZU                                     
10;5;7;ROJAS SILVA                                       
10;5;8;YUQUERI                                          
10;5;9;KAARENDY GUAZU                                    
10;5;10;POTRERO JARDIN                                    
10;5;11;CORONEL GRAU                                      
10;5;12;GRAL. GALO ESCOBAR                                
10;5;13;LOMA TAYI                                         
10;5;14;SAN ISIDRO MONDAY                                 
10;5;15;SANTA TERESA                                      
10;5;16;PAZ DEL CHACO                                     
10;5;17;LA VICTORIA SUR                                   
10;5;18;SAN AGUSTIN                                       
10;5;19;VIRGEN DE FATIMA                                  
10;5;20;PAZ DEL CHACO NORTE                               
10;5;21;POTRERO JARDIN NORTE                              
10;5;22;LOMA CLAVEL
10;5;23;SANTO DOMINGO
10;5;24;SANTA LIBRADA
10;5;25;SAN MIGUEL
10;5;26;SANTA ANA
10;5;27;INMACULADA
10;5;28;SAN ANTONIO
10;5;29;SANTA ROSA
10;5;30;SAN ROQUE
10;5;31;EXCEDENTE CUE
10;5;32;SAN FRANCISCO
10;5;33;SANTA CATALINA
10;5;34;VILLA SAN JUAN
10;5;35;VENECIA I
10;5;36;NTRA. SRA. DE LA ASUNCION
10;5;37;8 DE DICIEMBRE
10;5;38;SAN BLAS
10;5;39;SAN LORENZO
10;5;40;KAA HEE
10;5;41;3 DE MAYO
10;5;42;MARIA AUXILIADORA
10;5;43;MADRE DEL SALVADOR
10;5;44;CRISTO REY
10;5;45;CRISA
10;5;46;CANDELARIA
10;5;47;SAN JOSE
10;5;48;SALVADOR DEL MUNDO
10;5;49;INTENDENCIA CUE
10;5;50;SANTA LUCIA
10;5;51;SAN LUIS
10;5;52;4 DE AGOSTO
10;5;53;SANTA MONICA
10;5;54;KM 60
10;5;55;SAN CRISTOBAL
10;5;56;CALLE 20
10;5;57;KAA RENDY GUAZU KM. 4
10;5;58;HUGUA ÑARO
10;5;59;PAZ DEL CHACO SUR
10;5;60;POTRERO JARDIN SUR
10;5;61;SAN ROQUE GONZALEZ DE SANTA CRUZ
10;5;62;LA VICTORIA NORTE
10;5;63;KM. 8 KA'A RENDY GUAZU
10;5;64;LA VICTORIA
10;5;999;SIN DATO DE COMPAÑIA
10;6;2;SAN ANTONIO                                       
10;6;3;YTORORO                                           
10;6;4;ITAIPYTE                                          
10;6;5;CRUCE ITAQUYRY                                    
10;6;6;ACARAY NORTE                           
10;6;7;EXCOMBATIENTE DEL 47                              
10;6;8;TACUARA                                           
10;6;9;CAREMA GUAZU                                      
10;6;10;PUERTO JUANITA                                    
10;6;11;LOMA JUANITA                                      
10;6;12;YAJHAPE                                           
10;6;13;YTU                                               
10;6;14;PASO CADENA                                       
10;6;15;VILLA CUE                                         
10;6;16;ACARAY POTY                                       
10;6;17;AGUAPE                                            
10;6;18;ANGELITO                                          
10;6;19;PARAGUAY PYAJHU                                   
10;6;20;ASENT YCUA PORA                                   
10;6;21;NARANJITO                                         
10;6;22;ARROYO PRIMERO                                    
10;6;23;COLONIA ALEGRE                                    
10;6;24;NUEVA CONQUISTA                                   
10;6;25;YUQUYRY                                           
10;6;26;VACA RETA                                         
10;6;27;SANTA LUCIA                                       
10;6;28;ARROYO GUAZU                                      
10;6;29;SANTA MARIA                                       
10;6;30;TABARORY                                          
10;6;31;SAN JUAN                                          
10;6;32;SANTO DOMINGO                                     
10;6;33;PASO ITA
10;6;34;TACUAREE
10;6;35;CAPIIBARY
10;6;36;3 DE FEBRERO
10;6;37;MARIA AUXILIADORA
10;6;38;3RA. LINEA
10;6;39;LAGUNA KARE I
10;6;40;TIMBO
10;6;41;6TA LINEA
10;6;42;TEMBIAPORA
10;6;43;15 DE AGOSTO
10;6;44;SAN ALBERTO
10;6;45;CRUCE 47
10;6;46;5TA. LINEA
10;6;47;SAN RAMON
10;6;48;CRUCE CAMPO REDONDO
10;6;49;BARRIO BLANCO
10;6;50;TAPE PORA
10;6;51;SAN SEBASTIAN
10;6;52;4TA. LINEA
10;6;53;2DA. LINEA
10;6;54;BARRIO NEGRO
10;6;55;VIRGEN DEL CARMEN
10;6;56;SANTA ROSA DE LIMA
10;6;57;LINEA ACARAY
10;6;58;RANCHO ALEGRE
10;6;59;FORTUNA UNIDA
10;6;60;NUEVA UNION
10;6;61;CHACORE I
10;6;62;CALLE MILITAR
10;6;63;CHINO CUE
10;6;64;26 DE MARZO
10;6;65;8 DE DICIEMBRE-CAPII
10;6;66;SAN MIGUEL
10;6;67;SAN PEDRO
10;6;68;VILLA  CELESTE
10;6;69;SANTA TERESITA
10;6;70;SANTA LIBRADA
10;6;71;SANJA MOROTY
10;6;72;COSTA MARACANA
10;6;73;SAN ISIDRO
10;6;74;SAN PABLO
10;6;75;VIRGEN DE FATIMA
10;6;76;TIERRA PROMETIDA
10;6;77;PRIMAVERA
10;6;78;SAN JOSE
10;6;79;FORMOSA
10;6;80;CAREMA I
10;6;81;ARROYO HU
10;6;82;SANTA CATALINA
10;6;83;1RO. DE MAYO
10;6;84;PORVENIR
10;6;85;ACARAY COSTA
10;6;87;JHOYVY-Y
10;6;88;ITAKYRY
10;6;90;CAMPO REDONDO
10;6;91;TORORO
10;6;92;FORTUNA
10;6;93;MBARACAYU
10;6;94;MOREIRA CUE
10;6;95;NUEVA ALIANZA
10;6;96;YHOVY
10;6;999;SIN DATO DE COMPAÑIA
10;7;2;SAN RAFAEL                                        
10;7;3;TACUARO NORTE                                     
10;7;4;8 DE DICIEMBRE                                    
10;7;5;LA VICTORIA NORTE                                 
10;7;6;LA VICTORIA SUR                                   
10;7;7;KOE RORY                                          
10;7;8;LAS MERCEDES                                      
10;7;9;SAN FRANCISCO                                     
10;7;10;SAN ISIDRO                                        
10;7;11;KAA YOBAY                                         
10;7;12;TAROBY                                            
10;7;13;MBARACAU                                          
10;7;14;VIRGEN DE FATIMA                                  
10;7;15;SAN AGUSTIN                                       
10;7;16;CRISTO REY                                        
10;7;17;SAN PABLO                                         
10;7;18;LA CANDELARIA                                     
10;7;19;TACUARA                                           
10;7;20;MARIA AUXILIADORA                                 
10;7;21;VIRGEN IMACULADA CONCEPCION                       
10;7;22;SANTA ROSA
10;7;23;R.I. SUR
10;7;24;SAN JORGE
10;7;25;SAN MIGUEL
10;7;26;SAN JOSE
10;7;27;MONDAY 16
10;7;28;R.I. NORTE
10;7;29;LA AMISTAD
10;7;30;VIRGEN DEL CARMEN
10;7;31;MONDAY 20
10;7;32;VIRGEN REINA
10;7;33;MONDAY 8
10;7;34;MONDAY 12
10;7;35;MONDAY 14
10;7;36;1RO. DE MAYO
10;7;37;MONDAY 6
10;7;38;NSTRA. SRA. DE LA ASUNCION
10;7;39;MONDAY PERRIER
10;7;40;KM. 80
10;7;41;MONDAY 3
10;7;42;SAN ANTONIO
10;7;43;EL PROGRESO
10;7;44;YCUA PYTA
10;7;45;SANTA TERESITA
10;7;46;SAN JUAN
10;7;47;SAN ROQUE
10;7;48;MONDAY KM. 15
10;7;49;MONDAY KM. 17
10;7;51;SAN ISIDRO DEL SUR
10;7;52;PAZ DEL CHACO
10;7;53;R.I. 14
10;7;54;TACUARA SUR
10;7;55;SAN VICENTE
10;7;56;SAN ISIDRO NORTE
10;7;57;TACUARO
10;7;999;SIN DATO DE COMPAÑIA
10;8;2;PUERTO FLORES                                     
10;8;3;PUERTO BERTONI                                    
10;8;4;PENINSULA                                         
10;8;5;SAN JORGE                                         
10;8;6;SANTO DOMINGO 2                                   
10;8;8;SAN ISIDRO                                        
10;8;9;SGDO. CORAZON DE JESUS                            
10;8;10;SANTA CLARA                                       
10;8;11;MARIA AUXILIADORA
10;8;12;KM. 9
10;8;999;SIN DATO DE COMPAÑIA
10;9;2;LAGO YGUAZU                                       
10;9;3;YGUAZU G                                          
10;9;4;YGUAZU F                                          
10;9;5;YGUAZU B                                          
10;9;6;YGUAZU A                                          
10;9;7;YGUAZU E                                          
10;9;8;YGUAZU L                                          
10;9;9;YGUAZU K                                          
10;9;10;YGUAZU J                                          
10;9;11;YGUAZU P                                          
10;9;12;CAOSA Q                                           
10;9;13;SAN PABLO R                                       
10;9;14;SANTO DOMINGO                                     
10;9;15;YGUAZU I                                          
10;9;16;KM39 ACARAY
10;9;17;KM. 40
10;9;18;KM. 43
10;9;19;SANTO DOMINGO KM. 58
10;9;20;KM. 42
10;9;21;KM. 45
10;9;22;KM. 37
10;9;23;KM. 41
10;9;24;KM. 55
10;9;25;KM. 49
10;9;26;KM. 34
10;9;27;KM. 60
